受付番号,内容
185001345000000199,"いかなる理由であっても、生成AIで生成した画像や動画に対して著作権の付与は行われ
るべきではありません。
プロンプトの複雑さ等を根拠に権利を付与する事も認められるべきではありません。AI
に使用されるデータセット元となった画像の作者への利益の還元は行われなければなりま
せん。
もしもAIによる生成画像や生成動画に著作権が付与されてしまった場合、デザインの
アイデアを作っても、大きな資本を保有する企業や個人がデザインを搾取する事が可能と
なってしまいます。資本による格差が理不尽に拡大してしまう可能性が高いと考えます。
また、利用しているデータの公表は必須です。
児童ポルノや殺人画像などの違法画像や、実在する個人の個人情報を特定可能な画像デ
ータが使用されている可能性がある場合、AIを使用した個人または企業等が、犯罪被害者
本人あるいはその親族から法的責任を問われる可能性も否定出来ません。
データの健全性と市場の公平性を保つには、生成AIが生成した画像や動画に著作権を付
与しない事が重要であると考えます。"
185001345000000200,"私は現在、イラストレーターとして活動しており、その視点での意見を提出させていただ
きます。
最初に結論としては、現状の生成AIはイラストレーター業に多大な負の影響を及ぼす、
滅ぶべき絶対悪のような存在だと認識せざるを得ません。
ただ、生成AIの素材収集が作者本人から許可されたもののみを扱う場合は問題は解決さ
れると思います。
以下詳細な意見となります。
生成AIについては、まず生成AIを完成させるための第一段階として多くのイラストをネ
ット上から収集する段階が発生すると思われますが、多くのイラストレーターが活動する
X（旧Twitter）等のSNSにおいて、プロフィール欄に自分のイラストをAI利用に禁止
の旨を記載している場合がほとんどであると認識しております。
私自身も無断での使用を禁じており、生成AIの素材収集であっても使用を禁止するよう
プロフィールに記載している状況です。
生成AIを使う側の思考はまったく理解できませんが、イラストレーターにとって、無断
で自分のイラストが使われるというのは、それが他の人間に使われたか、AIに使われたか
に関わらず、殺意が芽生えるほどの状況であることを認識する必要があります。生成AI
であれば無断使用は許されるのか？そんなわけがありません。
私のようなイラストレーターからの視点では、この生成AIの素材収集の行為はイラスト
が盗まれているような感覚があり、法律が禁止していないからイラストを勝手に使ってい
いよということには絶対になりません。
また大量の素材を収集するということで、イラストを描き上げた方々に対する敬意がまる
で感じられないのも拒否感が増大される原因だと考えます。
現在は、生成AIという名の「無許可イラスト収集マシン」に対して、法律が追いついて
いないのをいい事に、道徳に反するようなイラストの利用が散見されているのが現状であ
り、その状況でイラストレーターが取れる対処は「ネット上にイラストをアップロードし
ない。」という対処しかなく、その対処は同時に今後の自身の商売に非常に打撃をもたら
すものであります。
また生成AIの存在によって、筆を折るイラストレーターが増えることもまた問題です。
私の知り合いには生成AIの無断イラスト収集によって心を壊され、退場していく方がお
りましたが、このようにイラストレーターが生成AIの素材収集を忌避し筆を折ることを
選択した場合、それによってイラストレーターの数が減りレベルが下がり続けると考えま
す。現在、日本の誇るアニメ、漫画は世界でもトップ技術であると認識していますが、生
成AIを許容することはそのトップ技術を自ら投げ捨てる暴挙に他なりません。
生成AIは責任が取れないという点も問題です。もし生成AIがあまりにも別の既存の似たイラストを生成してしまった場合、それは訴えることができるのでしょうか？そして訴え
たとして誰が責任を取るのか。これは車の自動運転で事故を起こしたときに誰が責任を取
るのかという話と似ている気がします。
人類で未だ正解が出ていない問題だと思いますが、それと同じように生成AIは現状、人
間が抵抗なく扱える段階にはありません。そんな状態であるにも関わらず現状生成AIに
対して全くの無法状態なのは、この2024年に完全自動運転の車を公道で走らせているの
と何ら変わりないのではないでしょうか。
もはや常時玉突き事故のようなものが起きてはネットで毎日のように炎上する始末。平和
とはあまりにもかけ離れています。
事実イラストレーターの心中は常に生成AIという盗人がちらついて、陰鬱と過ごす日々
です。盗人が常に自分の隣の席にいるのに気持ちよく業務ができるでしょうか？できるわ
けがありません。
残念ですが今の生成AIは百害あって一利なし。
ですがこの生成AIを許せる場合があると思います。
それはとても簡単で、素材収集の際にクリエイターに許可を貰う。ただそれだけでう。
「このイラストを生成AIの素材に使用していいですか？」それを聞いて許可をもらうだ
けでこの一連の問題はすべて解決します。
効率がどうとかそういうことではなく、これはすべての日本人が習ってきた道徳の問題で
あり、守るべき社会のルールになるべきです。
今回はイラストレーターとしての視点で生成AIがどれほど邪悪なのかを意見させていた
だきました。
公的な機関に送付するにはあまりにも不適切な文言がございましたこと、申し訳ございま
せん。
ご確認のほど、何卒よろしくお願い申し上げます。"
185001345000000201,"５．各論点について
（１）学習・開発段階
【著作権者の利益を不当に害することとなる場合について】
※私はプロを目指して活動しているアマチュアです。主にイラストで活動しているので、
画像生成AIに絞った意見を述べさせていただきます。
生成AIの出力物は学習データへの依存度が高く、最近は学習した画像に酷似したほぼコ
ピーと言えるような出力結果がネット上に共有されるケースが見受けられます。これでは
実質的に海賊版と変わらないため、学習データ提供者が一方的に作品を奪われ続ける状態
になります。
AIの利便性と生産性を考慮すると、ケースバイケースで対応できるような規模ではない数
の侵害が発生すると考えられますし、既に発生している可能性が少なくありません。
実際に研究目的の学習データが営利サービスに転用されており、現行法が有効に機能して
いるとは言い難いため、新たに明確な罰則などを設ける必要があると考えます。
上記に海賊版と変わらないと記述しましたが、その理由としてAI出力物の多くが（全て
の出力物を見たわけではないので“多く”と表現しています）、学習元となったオリジナルの
作品と比較して劣化していると感じることが挙げられます。
この劣化についてですが、実際に絵を描かない方や、そもそも絵自体に興味が薄い方は気
にしないかもしれません。しかし、こうした一見わからない箇所の積み重ねが技術の本質
（氷山の本体のような）であり、これらを欠いたAIの出力物では模造品の再生産が繰り
返される状態になり、新しい絵は生まれない可能性が高いです。
加えて、従来の海賊版よりも類似性が高いものを容易に量産できる点、本物と誤認するよ
うな精度で著作権者が望まない消費者が望むような改変を行える点などから、生成AIの
悪用は海賊版よりも深刻です。
また、絵を情報伝達手段の一形態と解釈すると、画像生成AIの出力物は観賞者に対する
伝達内容が“ない”のに“ある”かのように誤認させてしまう点も憂慮すべきです。
現在の生成AIは人間のように思考しているわけではないので、学習した絵を単純に画像
データとして認識し、その絵に込められた意図までは汲み取れません。結果として、単語
がバラバラに組み合わされたような不自然さが出力物の違和感として表面化していると考
えます。
そして、「整ってはいるけど、なんとなくおかしい」という絵の供給が当たり前になる
と、絵に対する苦手意識が生まれる恐れや、ひいては絵を見る人間の、絵という分野全体
への興味を削いでしまう可能性も危惧されます。
では、絵に意図を込められるクリエイターが生成AIを使えば生産性が向上するのではな
いかと思われるかもしれませんが、前述したように海賊版まがいの出力物が出る以上、アマチュア目線で見ても現在の生成AIは危険すぎて使える代物ではないです。安全かどう
か分からない材料が混じった料理を食べるようなもので、ましてやそんな危ないものを消
費者に提供できるわけがありません。
単純な技術面では、出力物に意図を反映させるための修正を繰り返すなら自分で描いた方
が早いし正確だと考えます。
ですから、クリエイターの立場で考えるなら、レイヤー管理や塗り残しの修正など、絵を
描く行為に伴う作業を補助するAIの方が望まれていると思います。
これらを踏まえ、単純に作家をAIに置換してしまうと、絵を描く人間も絵を好む人間も
減少し、絵を生み出す土壌が失われると思います。
アニメーションや漫画など、日本は世界に通用する作品を生産し続けてきましたが、それ
らを成立させる土台のひとつが絵という表現であり文化です。生成AIを導入すれば短期
的に人的コストを減少させられるかもしれませんが、長期的には絵が成立する文化基盤を
破壊し、コンテンツ産業が空洞化して衰退すると考えます。
かつて工場排水などによる公害が深刻な被害を招いたように、安全性を欠いた現在の生成
AIはデジタル公害とも呼べる問題だと思います。
最近は大手企業すら生成AIを導入して物議を醸していますが、ルール整備がなされない
状態での普及は悪用や乱用が加速するため、早急な対策をお願いします。"
185001345000000202,"3.生成AIの技術的な背景について
生成された画像は細かな面では不気味に見える。
なぜなら、いろんな作画を取り入れ、見た目だけはいいものの、基礎的な部位しか学習さ
れてないからである。結果、人のイラストを生成されたときに、わずかに歪んだり、指が
かけていたりあらぬ方向に曲がるなどの不気味さがある。
人のイラストを勝手に学習し、作り上げる姿はさながら、マッドサイエンティストのキメ
ラ生成と同じではないかと思っている。
〈クリエイターや実演家等の権利者の懸念〉
イラストレーターなどが描いた、イラストなどをAIで無断に学習ができ、著作権侵害は
勿論、性的被害などの被害者もある。人の努力を盗むこととも言える。
公式のキャラクターが一般のAI生成によって悪用の可能性もある。
時間をかけて作り上げた努力そのものを盗むことすら可能。
6.最後に
AI技術は進歩してきてはいるが、AI生成が許されてしまえば今後昔ながらのイラストレ
ーターや、技術者はAI生成によって、仕事を奪われ、筆を折り、パコソンを閉じ、絶滅
するだろう。大げさに言うが、実際にそれは起こっている。趣味でイラストを描く人が生
成AIに自身の絵を学習されるリスクが起きると理解して、ネットに挙げなくなったこと
や、絵描きそのものをやめた人もいる。これがこのまま続けば数々の素質ある人々は、筆
を取ることをやめ、アニメ大国と呼ばれた日本は衰退し、いつかはつまらない呆れた世界
になると思っている。
このまま生成AIは許されるべきか?否、規制でもしないと許されない範囲に落ちぶれてい
る。"
185001345000000203,"AIは創作ができないのでAIのアウトプットは著作権に保護する必要はありません。
それよりAIによって利益を損したクリエイターの方が保護するべきです。
短期的に見るとAIはたしかに魅力的に、利益が生み出しそうですが、
日本の強みはクリエイターと彼らの創作です。
AIを推進、クリエイターが生きていられない環境になれば、
日本の文化影響力もそのうちなくなります。"
185001345000000204,"私は音楽制作を生業としております。
昨今、音楽の生成AIが大きな進化を遂げていることは記憶に新しいと思います。
私が思うに現状、音楽生成AIが人の仕事を奪うまで発展するというのはまだ先のように
感じますが、そんな中でAIで制作された音楽が海外のサブスクライブサービスに大量に
投稿され、ユーザーのプレイリストが荒らされるという事件がありました。
サブスクライブサービスは再生数に応じて収益が発生するので、AIで大量に楽曲を生成す
ると市場の崩壊を招き、国内でもこういう事象が起こると我々の収益にも影響があるので
はないかと懸念をしております。
また、文化庁の見解の中にAI制作物の独自性が認められた場合、AI制作物であっても著
作権が認められる可能性があるという一文がございますが、我々音楽業界の場合、作詞、
作曲、編曲と制作過程が分かれるのですが、例えば最近話題となったSuno AIのように作
詞した歌詞を入れるとAIが曲を制作してくれるというようなサービスを利用し、その出
来上がった楽曲を編曲家に依頼しブラッシュアップした物を製品としてリリース、著作権
登録するというようなことは可能になってしまうのでしょうか？
これが可能になってしまうと、まず作曲家という職業の仕事がAIに置き換わってしまう
のではないかという懸念、そしてAIで制作した楽曲を第三者が作曲者であると自称し著
作権登録が行えてしまうという所謂ゴーストライターのような状況が法的にまかり通って
しまうという懸念が生まれます（作曲者がAIであるというクレジット表記をしてしまう
とレコード会社や出版社、著作権管理団体が著作権登録を拒否してしまう可能性があるた
め）
また、昨今問題となっている画像生成AIのように、既存楽曲の無断学習を行うようなAI
サービスが確認された場合、それらに対する制作者への許可の有無、金銭的補填、オプト
イン制の導入等の知的財産保護の動きが今後政府からあるのかという部分も話し合って欲
しいと感じております。
私は生成AIは0から1を生み出しそれで金銭を稼ぐ物ではなく、知識や技能がある人間
が1から2にクオリティアップを図れる過程を補助する物だと考えております。
故に現状の生成AIに関しては使い方を誤ってしまっている方が非常に多いというのが正
直な所であり、それが賛成派、規制派というような派閥の論争を産んでしまった原因のよ
うに感じています。
私個人としては将来的に認可された事業者登録をした者だけが使える商業用AI（もしくは
運転免許のようなライセンス制など）と一般の方でも自由に扱える非商用のみで利用出来
るAIに差別化した上でAI産業が成り立つべきだと考えており、これが誰でも金銭を稼げ
るから無法地帯でやってしまおうとならないようにするのが、様々な分野の知的財産を有
する日本が歩むべき道なのではないでしょうか？"
185001345000000205,"例えAI生成画像が出回っても、ただただ無償で公開されてる程度なら騒ぐ必要はないか
と。
AIに学習された程度で騒ぎすぎです。
著作権を持つクリエイターがもっといいもの作ればいいだけ。それが出来ないならその人
もAI生成に頼ればいいだけです。
AIに勝てない,AIが憎いクリエイターが騒いでるだけの問題にしか見えません。"
185001345000000206,"著作権法30条の4のオーバーライドについて
平成19年1月の文化審議会著作権分科会報告書によれば、今回の検討の対象としたソ
フトウェアや音楽配信、データベース、楽譜レンタルに関する契約にみられる条項につい
て言えば、著作権法の権利制限規定に定められた行為であるという理由のみをもって、こ
れらの行為を制限する契約は一切無効であると主張することはできず、いわゆる強行規定
ではないと考えられる。これらをオーバーライドする契約については、契約自由の原則に
基づき、原則としては有効であると考えられるものの、実際には、権利制限規定の趣旨、
ビジネス上の合理性、ユーザーに与える不利益の程度、及び不正競争又は不当な競争制限
を防止する観点等を総合的にみて個別に判断することが必要であると考えられる。""とあ
る。 30条の4において、以下の点について不明であり判断が困難であるため、考え方等
を示すことが望ましいと思う。 第一に、30条の4は任意規定なのか強行規定なのか。
第二に、「生成AIモデルに学習させることを禁じる」などの、相手方の権利を制限する条
項を規約に設けることの有効性。 第三に、「必ずしも享受目的が併存しないとは言い切
れない目的、或いは必ずしも著作権者の利益を不当に害さないとは言い切れない目的のた
めに情報解析の用に供することを禁じる」などの、条文の内容に反しないものの過失によ
って或いは確率的に享受する或いは但し書きへ該当する可能性が十分考えられる行為を制
限する条項を規約に設けることの有効性。 第三については、出版業界等の業界団体がAI
に対する声明を出しており、また様々なイラストレーター、声優などがAI学習禁止を表
明しており、規約ではなく慣習法として法の適用に関する通則法第3条による適用の可能
性もあるのではないかと思われる。"""
185001345000000207,"【「AIと著作権に関する考え方について（素案）」5.各論点について/P34/(3)生成物の著作
物性について】
本題に入ります前に、前提といたしまして念頭に置いていただきたい事例が2点ございま
す。
１.現在世界で主流となっている「Midjourney」「Stable Diffusion」「Lora」を始めとした
生成AIの基礎となっている学習データセット「LOAION-5B」内に児童ポルノ画像1000
枚以上が使用されていることがわかり、当データセットは削除となった事例
２.アニメイラストの生成をメインとする画像生成AI「NovelAI」は学習元のデータベース
として画像投稿サイト「Danbooru」を使用しており、該当サイトは投稿作品の多くが
「作者以外により無許可で転載された作品」との指摘が多くある事例
上記2つの事例から、「現存の画像生成AIは基礎部分から違法物の疑いが大きいこと」
「画像生成AIは違法画像が学習されたものである可能性が高いこと」がお分かりいただ
けるかと思います。
以上を踏まえまして表題の件に移らせていただきます。
私は「生成AIにより作られた画像および動画または音声」「特定個人の作風のみを学習し
たLoraモデルAI」は著作物性を持たず、著作権侵害に当たると考えるべきであると考え
ています。
まず、前提として述べました通り生成AIはその存在根幹にかかわる学習データベース自
体が著作権侵害に当たる、違法である可能性が高いとの声が多く上がっている物でありま
す。そのようなツールを使用して作られた物が著作物性を持ってしまっては本末転倒であ
ることは明白ではないでしょうか？生成AIによる生成物の著作物性を問うと同時に、生
成AI自体の合法性も問うべきではないかと思います。
さらに、現在流通しているLoraモデルAIはその多くが作者本人からの許可を得ない物で
あることが明らかとなっています。
その一例といたしまして、2023年末とある有名イラストレーターのLoraモデルAIが第
三者によって大々的に配布されSNS上で大きく話題となりました。といいますのも、こ
の「第三者によって配布されたLoraモデルAI」は本人に許可を得ず制作されたものであ
ることがイラストレーターご本人より明らかにされているのです。その後当Loraモデル
AIを制作した第三者はイラストレーターを批判、殺害予告メールを多数送るなどの問題行
動を数々起こしています。
これはLoraモデルの学習データベースが著作権法違反であることを示す一件となってお
り、また生成AI使用者の倫理観についても問わねばならないと感じさせる事例です。
これは私自身イラストに関して専門学校で学び、SNSを通して活動する中で経験したこと
ですが、イラストに限らずこの世界で著作物を生み出し公開・販売する人々の間には「生み出したものに対し責任を持つこと」「他者が生み出した著作物を手にする際相応の対価
が支払われるべきであること」が暗黙の了解であり常識となっています。ですから、全員
が10年20年、あるいはそれ以上の年月をかけて必死に技術を磨きお仕事に対して真摯に
向き合い、きちんと値段をつけて取引するのです。
実際にイラストや漫画を描かない人からは「ささっと描けるもの」「ボタン一つで出来上
がるもの」という認識があるようですが、それは大きな間違いです。
全員が、文字通り血のにじむ努力をしてきたのです。
生成AIはこうして長年かけてクリエイターの間で培われ築き上げられてきたものを無許
可で使用し作られた、倫理観のないものであると考えられます。
以上から、私は「生成AIにより作られた画像および動画または音声」「特定個人の作風の
みを学習したLoraモデルAI」は著作物性を持たず、著作権侵害に当たると考えるべきで
あると考えています。"
185001345000000208,"現在の状況を例えるならば「大企業の飲食店経営企業が世界中の果物農家から無断で果物
を盗んで、自身の飲食店でフルーツサンドとして販売する」ような状態であり、さらに深
刻なのは盗まれた農家は盗まれたことすら気付くことができないのです。
現在利用されている生成AIの多くは、インターネット上に存在する無数のデータを許可
なく学習するという点において共通しています。そしてAI技術の成長に対して人間の対
応速度が間に合わず、既存の仕組みで生活をしている世界中の人間に不安と不利益が生じ
ています。私の職業はライティングなので、今回は文章生成に関して意見を提出します。
まず、現在の生成AIの仕組み上、生成物の学習元が特定できない点が大いに問題です。
出力された文章の中には有料購読者しか見ることのできない文章がそっくりそのまま出力
されるという事件や、作家の固有名詞やセリフなどが変わらずに生成されるというような
著作権に抵触するような事案が多数発生しています。これらの問題は世界中のいたるとこ
ろで発生しており、著作権侵害を受けた個人や企業がその都度対応するのは量的に不可能
です。
上記の問題点はまとめるなら、
生成物への貢献に応じた金銭を含めた還元の仕組みができていないことです。著作物の学
習元を確認できる仕組みや学習内容に従った報酬等支払うことであったり、そもそも学習
を許可なくすることを防止する等を含めたAI規制が必須であると考えます。"
185001345000000209,"現在、絵を描く全ての地球人が、AIを利用して画像を生成してる人たちから価値も何もか
も全てを奪われています。
例えば、それぞれの利用規約に違反したセンシティブな絵をAIで作り出し、世の中に出
す人。
例えば、絵師が描いた絵を勝手にAIに学ばせ、違法に商売をする企業や個人。
現状、AI周りは本当の意味で無法地帯となっています。
今の日本のやり方は、著作権など最初から存在していないようなものです。
著作権は守られるべきものでは無いと、国が推進してる状態です。
今絵を描いてる人達の中で、AIによる被害が少ないのは、絵を描くだけで食べていける人
たちのみです。
AIには著作権は存在しませんが、AIを利用する人々は、我々に著作権があると主張する
ほどまでになりました。
国民に技術を盗ませ、悪用してもらうのが国のやり方なのですか。
先日、岸田総理を辱めるような動画がマスメディアで大々的に報道されました。
AIを利用する方々は、著作権を侵害し、クリエイター達を貶めるだけではなく、全く関係
ない第三者をも辱める始末。
即刻AIには規制が必要であり、画像生成AIや動画生成するAI、声を扱うAI、人を自由
にアニメーションのように動かせるAIを利用した商売は、出来ないようにするべきで
す。現状、文化庁は現状、AIを利用してる人々が、いとも簡単に赤の他人を辱め、貶め、
侮辱できるような状態を改善するべきです。"
185001345000000210,"32項【侵害行為の責任主体について】
キ 侵害行為の責任主体について
において、生成AIを用いたサービスの提供者に対し、国による監査を行い、認証を得た
企業、及びサービス（ツール）のみ国内で利用を許可するといった措置は難しいのでしょ
うか。
私はイラストレーターであり、主な観測範囲としては画像生成AIについての情報となり
ますが、企業の提供する画像生成AIサービスが全てではなく、当該サービスのデータが
流出したものから発展したスタンドアローン式の生成ツールが出回っている現状を考える
と、生成物に発生した諸問題を利用者のみではなく提供者にも解決させるという方法が適
切に効果を発揮するとは考えづらく感じます。
また、認可制にすることで画像生成のような直接的に利益を得られる生成物に対し情報の
埋め込みやウォーターマークの義務化などにより、学習データの営利・非営利目的の明確
化など現在いわゆる「グレー」と言われる状態を管理下に置き、既存の著作物の権利者と
利用者間での問題が発生した際の判断をより明確な基準を基に行うことができると思いま
す。
個人の、さらには感情的な意見ではありますが、仮に画像生成AIが非営利目的の学習と
いう条件のもと許された結果であるのならば生成物にウォーターマークなど非営利である
証明が付くことに不利益があるとは考えられず、現時点ではサービス提供者及び利用者の
双方が営利目的のために生成物であることを隠そうとする面が強く感じられます。
生成AIであると公表することで不利益になる利用方法に生成AIを用いること自体が不透
明で既存の著作物の利益を損なう行為であると私は考えており、また、生成AIであるこ
とを公表し生成物にも見て分かる形で明記されていたとしても利益を損なわない利用方法
であれば、それは正しく使われている用途なのではないかと考えます。
つまり生成AIを利用していることを公表することが生成AIを利用する為にもっと重要な
ことであり、サービス提供者は利用者に対してもその公表義務を課す責任を果していただ
きたいと考えました。"
185001345000000211,"２．検討の前提として(1)
生成AIの生成物は学習した作品の質に大きく左右される、にも関わらず、人間とは比較
にならない速度でそれを模した作品を量産し、元となったクリエイターの需要を代替して
しまう。
クリエイターが代替され、人の手による新しい作品が生まれなくなった場合、AIの性質上
どれほど精度が上がっても現時点の人間の上限がそのままAIの上限である、それでは文
化の発展は望めない。
現代にあふれる文化はすべて、人間が互いに切磋琢磨し、発展させてきた賜物だ。
例えば浮世絵の時代に生成AIが登場し当時のクリエイターが代替されてしまっていた
ら、人間が積み上げてきた絵の文化はそこで終わり、誰でも手軽に浮世絵を生成できる便
利なAIが現代まで受け継がれただろう。
これでは焼き畑商法と変わらない。
文化の発展にはAIと人間の共存が不可欠である。
クリエイターが印刷技術のような複製と共存できたのは著作権法が作られたからである
が、著作権法は生成AIを想定して作られてはいない。
現在の法律は、人間の手の遅さ、あいまいさ、学習速度など、人間の性能を前提に考えら
れているからだ。
著作権法の理念である文化の発展を目指すには、生成AIを想定した新しい決まりが必要
である。"
185001345000000212,"画像生成AIについて「権利者に許諾なしで作品を使う」行為。AIや技術の進歩は歓迎し
ますが、著作権など既存の権利を蔑ろにする進歩はおかしいです。
さらに、無許可で権利者に対価を支払わず著作物を生成AI学習に使用し、対価を支払わ
ず製品開発をする。また、特定のイラストレーターの絵柄を集中学習させ、二次創作ガイ
ドラインで禁止されているコンテンツのR-18画像生成などをされてしまい、学習元とな
ったクリエイターが誹謗中傷される等の被害も実際に発生しています。
無断学習の規制や罰則がなければ、無制限にモラルの無い行為を続ける者が増え続けて努
力を重ねてイラストのクオリティを高めてきたクリエイターはやる気を失い創作活動をや
めてしまう。結果業界全体の損害、衰退につながる危険があります。
著作権を軽んじて対策を後手に回した結果、漫画村という大損害を出した過去がまた繰り
返されるかもしれません。"
185001345000000213,"現在商業漫画家として活動している者です。
現在主流で使われてる生成AIには問題があると思います。
現行の生成AIは著作者の努力にフリーライドしており、正当な対価を支払わず違法なコ
ンテンツ（海賊版など）を含んでおり、とても使えたものではないにも関わらず、使うハ
ードルが低いことから市場は荒らされ、元となった著作権者の利益すら掠め取っている現
状です。
具体的には音声作品のパッケージイラストには生成AIのものが増え、本来イラストレー
ターに依頼されるはずだった利益は生成AIによって得られていません。また、元々イラ
ストを描いてた人たちが培ってきた信頼や土壌に侵食してきており、絵柄を無限に生成さ
れ、イラストの価値を一方的に貶められているのが現状です。実際、いわゆるAIっぽい
絵柄とされるマスピ顔の絵柄の人はAIっぽいなというだけで言いがかりをつけられた
り、誹謗中傷を受けたり、絵としての価値を下げられたりしたりしています。
これをなくすためにはやはり学習する段階で許諾を得て、それらの不利益を何かしらの対
価を与えることによって均衡を保つべきだと思います。
今の生成AIは一方的に著作権者が搾取され、不利益を被り、なんの恩恵も得られていな
い構造になっています。これが許される世の中が続けば、創作をしようなんて人は後に続
くとは到底思えず、衰退していくことでしょう。
実際若いクリエイターは生成AIの脅威に怯え、創作をしたとしても無断で生成AIに搾取
されるんじゃないかと不安な声も上がっています。
許可なく勝手に作品を使われることに対して、創作者は不当に感じたり、理不尽に感じて
る人が多いとおもますし、世界的にに搾取構造が問題視されています。
どうか日本のクリエイターが守られて、世界的にも誇れるアニメーションやエンタメを発
信できるそんな国であって欲しいと思います。これから出てくる若い芽を摘んでいては発
展はないとおもいます。"
185001345000000214,"2(2)について
現状、生成AIを用いて生成された画像の殆どが、その学習データ元となった画像の著作
者に無許可である以上、画像を生成することで何らかの利益を享受することは認められな
いと考える。前述した利益とは金銭的な利益だけでなく、特定の絵師の作品を集中的に学
習させることでその絵師の社会的信用を下げる行為や、その絵師が描く作品そのものの価
値を下げる行為も含まれると考える。そして、既に生成AIによってここに書いた行為が
行われている以上、これらの行為が起こらないとは既に言えず、よって生成AIによって
前述した利益を得る行為は全面的に禁止しなければならないと考える。
それに伴って、画像生成によって前述した利益を享受しようとした、もしくは享受した人
物に対して、著作権者が訴訟を起こせる様に、画像生成AIの開発側はAIがどのような画
像を学習元として画像を生成したのかを全て開示する義務を課す必要があると考える。そ
れによって生成AIによって利益を享受しようとする行為の抑制を狙うと同時に、著作権
者が前述した利益を享受しようとする行為によって受けた被害を泣き寝入りするのではな
く、しっかりと訴訟という形で自身の社会的信用や金銭的被害を取り戻す仕組みも必要で
あると考える。
著作権者を無視した形で生成AIによって画像を生成し、それによって前述した利益を得
ようとする行為は将来的に、日本のイラスト業界や写真業界の衰退を急激に進める可能性
もあり、日本国内のそういった業界を守ることにも繋がると考える。その為、早急に著作
権者を無視した生成AIを用いて画像を生成することで利益を享受しようとする行為に対
して明確に違法であるという指針や法整備を進めていくことが求められるのではないかと
考える。"
185001345000000215,"他人の著作物を利用して、不当に儲ける、嫌がらせをする、模倣して本人より利益を出
す、本人に攻撃をするなどをクリアしてから前に進んでください。"
185001345000000216,"画像生成AIについて、現状出ている画像生成AIに対しては著作権を認めるべきではない
と考えます。
今後出てくるかもしれない、ゲーム会社やアニメーションスタジオなど、自社の素材のみ
で作成したAIは著作権を認めるべきと考えます。
学習データセットに使われた画像の著作者と契約、もしくは著作権を保持しているかして
いないかに焦点を当てるべきと考えます。
現状出ている画像生成AIについては、無断で著作物を学習できるようになっており、著
作権を与えると以下のようなことが起こりえると考えます。
・個人の画家を学習させた学習モデルを使用し、パトロンサイト等で制作販売
→すでにpixivFANBOXなどでそういった事が多数発生しましたが、作家性や品位を貶め
るような作品がAIによって大量に作成されました。
著作権を認めるということは更にそういった事案が発生することと考えます。
・SNSや写真集などを学習させディープフェイクなどを作成。
→海外でも日本でもすでに被害が出ており、著作権を与えてしまうと販売されてしまい、
2次被害3次被害などが容易に想像できます。
→芸能人やインフルエンサーに関わらずSNSに投稿した自撮りなどを学習し、詐欺など
犯罪や、アダルトなものとして販売されるなど被害が出るものと思います。
学習データとしては人が混ざり、分からなくなっているかもしれませんが、自分の家族な
どのデータがいつの間にか使われ、販売されているというのは怖いことではないでしょう
か？
最後に
現状の画像生成AI技術については、クリエイターに対するリスペクト、契約や交渉が足
りない考えます。
普通の会社であれば、他社の成果を研究する場合は、交渉や契約などがあってしかるべき
ではないでしょうか？
そういった事をめんどくさがり成果だけを学習販売し利益を上げるというのは、人間社会
として魅力的とは思えません。"
185001345000000217,"著作権者に許可を得ず無断でデータを学習し、そういった無断データでデータ元と競合す
る生成AIを開発するのは不当な権利の侵害行為に該当すると考えます。
また、「著作物となるための要件としては１.思想又は感情を、2.創作的に、3.表現したもの
であり、かつ、4.文芸、学術、美術又は音楽の範囲に属するものである」とされています
が、生成AIにおいては生成者はアイデアをAIに入力しているだけであり、これは表現に
至らないアイデアにあたり要件3を欠いていると考えられ、生成AIによる作品に著作権
は認められないと考えます。"
185001345000000218,"生成AIには全面的に反対です。学習元を完全に明確化されたもの以外で生成されたデー
タは著作権の侵害をしていると感じます。
許可の取れたあるいは自作のデータ以外で生成されたものはたとえ原型が無い程加筆され
ていたとしても、著作権は元の著作者に帰属するものだと思います。"
185001345000000219,"今回の素案においては、RAGについて30条の4の権利制限規定が原則認められず、47
条の5の権利制限規定が適用されることも「軽微利用」を除き認められず、現状のRAG
の使用方法では権利制限規定が適用されるのが難しい状況であるかと思われた。
一方で、日本は生成AIで米欧に対して大きな後れを取り、現状GPT4やGemini等に対
抗できる生成AIを自前で作ることは難しく、既存の生成AIをどのように活用するかが肝
要となっている。
そのような中で、テキスト系の生成AIの応用事例としては多くはRAGを利用し実装がな
されているところ、今回のような解釈は日本企業の生成AIの利用や応用に大きく水を差
し、イノベーションを阻害する状況となっている。
今回のRAGの解釈は、「機械学習パラダイス」と言われた日本を一気に「生成AIディス
トピア」に転落させ、グローバルでの地位を減退させる。権利制限規定を柔軟に解釈し、
RAGの活用を促進させ、日本の生成AIのキャッチアップを促進させる解釈とするべきで
ある。"
